effect,coef,se,p,horizon,n,p_fdr
net_margin:net_debt_ebitda,-9.515116665539406,21.594990037914688,0.6594903961585796,xret_T+252d,14406,0.998345388071379
net_margin:low_asset_growth,9.479693398876677,22.1643430479905,0.6688694225127705,xret_T+252d,14406,0.998345388071379
net_margin:quick_ratio,-20.63912513856928,21.860236515096286,0.3450980775739956,xret_T+252d,14406,0.998345388071379
net_margin:operating_profit_growth,3.0810716413457033,42.35487258600716,0.9420096691905937,xret_T+252d,14406,0.998345388071379
operating_margin:pb_value,11.922048076825348,21.39561647655683,0.5773776801551234,xret_T+252d,14406,0.998345388071379
operating_margin:eps_growth,64.48693831122472,74.8948261616152,0.3892197103804126,xret_T+252d,14406,0.998345388071379
operating_margin:roic_value,-19.96514473601514,71.81749614210901,0.7810136327638098,xret_T+252d,14406,0.998345388071379
operating_margin:net_debt_ebitda,13.935544095053618,21.623027247385043,0.5192661565434179,xret_T+252d,14406,0.998345388071379
operating_margin:low_asset_growth,-10.356060707688165,24.264164397423862,0.6695215438348918,xret_T+252d,14406,0.998345388071379
operating_margin:quick_ratio,15.220332117507846,21.8029241591447,0.48512295387619475,xret_T+252d,14406,0.998345388071379
operating_margin:operating_profit_growth,9.622991724468092,44.8508736068837,0.830114063622449,xret_T+252d,14406,0.998345388071379
pb_value:eps_growth,-28.23702271226827,51.435899029063805,0.5830226059906429,xret_T+252d,14406,0.998345388071379
pb_value:net_debt_ebitda,5.585198186560968,10.15553634361874,0.582342796244864,xret_T+252d,14406,0.998345388071379
pb_value:low_asset_growth,1.88095628665962,11.376736706602758,0.8686814517467212,xret_T+252d,14406,0.998345388071379
pb_value:quick_ratio,-7.526257192801164,9.92991909236091,0.4484884512297874,xret_T+252d,14406,0.998345388071379
eps_growth:net_debt_ebitda,-32.604876947852624,53.313744845601164,0.5408248983683803,xret_T+252d,14406,0.998345388071379
